"","Project","Region","Sample_ID","Year","Month","Day","Time","Time_Zone","Site","Zone","Replicate","Depth_cm","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"1769","COMPASS: Synoptic","CB","SWH_202411_TR_LYSA_10CM",2024,11,12,"12:30","EDT","SWH","TR","A",10,192.6498,6.009,"Within_Range",NA,1235.9979,34.8659,"Within_Range",NA,2.2335,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1770","COMPASS: Synoptic","CB","SWH_202411_TR_LYSA_20CM",2024,11,12,"12:35","EDT","SWH","TR","A",20,31.033,0.968,"Within_Range",NA,1089.4313,30.7315,"Within_Range",NA,1.9686,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1771","COMPASS: Synoptic","CB","SWH_202411_TR_LYSA_45CM",2024,11,12,"12:40","EDT","SWH","TR","A",45,1.0642,0.0332,"Within_Range",NA,1064.6939,30.0337,"Within_Range",NA,1.9239,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1772","COMPASS: Synoptic","CB","SWH_202411_TR_LYSB_10CM",2024,11,12,"12:45","EDT","SWH","TR","B",10,224.3536,6.9979,"Within_Range",NA,858.0409,24.2043,"Within_Range",NA,1.5505,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1773","COMPASS: Synoptic","CB","SWH_202411_TR_LYSB_20CM",2024,11,12,"12:50","EDT","SWH","TR","B",20,16.9639,0.5291,"Within_Range",NA,914.4862,25.7965,"Within_Range",NA,1.6525,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1774","COMPASS: Synoptic","CB","SWH_202411_TR_LYSB_45CM",2024,11,12,"12:55","EDT","SWH","TR","B",45,0.6297,0.0196,"Within_Range",NA,921.258,25.9875,"Within_Range",NA,1.6647,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1775","COMPASS: Synoptic","CB","SWH_202411_TR_LYSC_10CM",2024,11,12,"13:00","EDT","SWH","TR","C",10,147.2583,4.5932,"Within_Range",NA,849.1841,23.9544,"Within_Range",NA,1.5345,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1776","COMPASS: Synoptic","CB","SWH_202411_TR_LYSC_20CM",2024,11,12,"13:05","EDT","SWH","TR","C",20,27.7312,0.865,"Within_Range",NA,858.1249,24.2066,"Within_Range",NA,1.5507,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1777","COMPASS: Synoptic","CB","SWH_202411_TR_LYSC_45CM",2024,11,12,"13:10","EDT","SWH","TR","C",45,1.1827,0.0369,"Within_Range",NA,1155.821,32.6043,"Within_Range",NA,2.0886,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1778","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSA_10CM",2024,11,12,"14:20","EDT","SWH","SWAMP","A",10,17.5713,0.5481,"Within_Range",NA,481.4343,13.5807,"Within_Range",NA,0.87,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1779","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSA_20CM",2024,11,12,"14:22","EDT","SWH","SWAMP","A",20,11.4971,0.3586,"Within_Range",NA,426.187,12.0222,"Within_Range",NA,0.7701,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1780","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSA_45CM",2024,11,12,"14:25","EDT","SWH","SWAMP","A",45,0.0888,0.0028,"Within_Range",NA,108.127,3.0501,"Within_Range",NA,0.1954,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1781","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSB_10CM",2024,11,12,"14:30","EDT","SWH","SWAMP","B",10,48.1771,1.5027,"Within_Range",NA,701.7687,19.796,"Within_Range",NA,1.2681,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1782","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSB_20CM",2024,11,12,"14:32","EDT","SWH","SWAMP","B",20,0.402,0.0125,"Within_Range",NA,221.3418,6.2438,"Within_Range",NA,0.4,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1783","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSB_45CM",2024,11,12,"14:35","EDT","SWH","SWAMP","B",45,1.0131,0.0316,"Within_Range",NA,10.9948,0.3101,"Within_Range",NA,0.0199,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1784","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSC_10CM",2024,11,12,"14:40","EDT","SWH","SWAMP","C",10,64.2012,2.0025,"Within_Range",NA,320.5941,9.0436,"Within_Range",NA,0.5793,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1785","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSC_20CM",2024,11,12,"14:42","EDT","SWH","SWAMP","C",20,5.3821,0.1679,"Within_Range",NA,168.5944,4.7558,"Within_Range",NA,0.3047,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1786","COMPASS: Synoptic","CB","SWH_202411_SWAMP_LYSC_45CM",2024,11,12,"14:45","EDT","SWH","SWAMP","C",45,1.0215,0.0319,"Within_Range",NA,214.3739,6.0472,"Within_Range",NA,0.3874,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1787","COMPASS: Synoptic","CB","SWH_202411_WC_LYSA_10CM",2024,11,12,"13:30","EDT","SWH","WC","A",10,58.5314,1.8257,"Within_Range",NA,1342.5893,37.8728,"Within_Range",NA,2.4261,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1788","COMPASS: Synoptic","CB","SWH_202411_WC_LYSA_20CM",2024,11,12,"13:35","EDT","SWH","WC","A",20,0.7739,0.0241,"Within_Range",NA,866.5095,24.4431,"Within_Range",NA,1.5658,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1789","COMPASS: Synoptic","CB","SWH_202411_WC_LYSA_45CM",2024,11,12,"13:40","EDT","SWH","WC","A",45,7.9039,0.2465,"Within_Range",NA,888.0091,25.0496,"Within_Range",NA,1.6047,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1790","COMPASS: Synoptic","CB","SWH_202411_WC_LYSB_10CM",2024,11,12,"13:45","EDT","SWH","WC","B",10,92.5616,2.8871,"Within_Range",NA,1411.4369,39.8149,"Within_Range",NA,2.5505,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1791","COMPASS: Synoptic","CB","SWH_202411_WC_LYSB_20CM",2024,11,12,"13:50","EDT","SWH","WC","B",20,1.8574,0.0579,"Within_Range",NA,1193.3805,33.6638,"Within_Range",NA,2.1565,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1792","COMPASS: Synoptic","CB","SWH_202411_WC_LYSB_45CM",2024,11,12,"13:55","EDT","SWH","WC","B",45,0.2319,0.0072,"Within_Range",NA,707.2727,19.9513,"Within_Range",NA,1.2781,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1793","COMPASS: Synoptic","CB","SWH_202411_WC_LYSC_10CM",2024,11,12,"14:00","EDT","SWH","WC","C",10,31.0999,0.9701,"Within_Range",NA,1384.0458,39.0422,"Within_Range",NA,2.501,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1794","COMPASS: Synoptic","CB","SWH_202411_WC_LYSC_20CM",2024,11,12,"14:05","EDT","SWH","WC","C",20,53.9263,1.682,"Within_Range",NA,1232.7424,34.7741,"Within_Range",NA,2.2276,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1795","COMPASS: Synoptic","CB","SWH_202411_WC_LYSC_45CM",2024,11,12,"14:10","EDT","SWH","WC","C",45,0,0,"bdl",NA,605.8641,17.0907,"Within_Range",NA,1.0948,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1796","COMPASS: Synoptic","CB","SWH_202411_SW_A",2024,11,12,"13:10","EDT","SWH","SW","A",0,239.039,7.456,"Within_Range",NA,1794.1514,50.6108,"Within_Range",NA,3.2421,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1797","COMPASS: Synoptic","CB","SWH_202411_SW_B",2024,11,12,"13:10","EDT","SWH","SW","B",0,245.0692,7.6441,"Within_Range",NA,1832.7131,51.6985,"Within_Range",NA,3.3117,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1798","COMPASS: Synoptic","CB","SWH_202411_SW_C",2024,11,12,"13:10","EDT","SWH","SW","C",0,243.61,7.5986,"Within_Range",NA,1819.0037,51.3118,"Within_Range",NA,3.287,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1799","COMPASS: Synoptic","CB","GCW_202411_TR_LYSA_20CM",2024,11,19,"11:58","EST","GCW","TR","A",20,131.2691,4.0945,"Within_Range",NA,2727.4527,76.938,"Within_Range",NA,4.9285,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1800","COMPASS: Synoptic","CB","GCW_202411_TR_LYSA_45CM",2024,11,19,"11:58","EST","GCW","TR","A",45,3.9598,0.1235,"Within_Range",NA,682.5589,19.2541,"Within_Range",NA,1.2334,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1801","COMPASS: Synoptic","CB","GCW_202411_TR_LYSB_10CM",2024,11,19,"12:03","EST","GCW","TR","B",10,623.7935,19.4571,"Within_Range",NA,5027.8539,141.8294,"Within_Range",NA,9.0854,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1802","COMPASS: Synoptic","CB","GCW_202411_TR_LYSB_20CM",2024,11,19,"12:03","EST","GCW","TR","B",20,281.7166,8.7872,"Within_Range",NA,3835.4973,108.1946,"Within_Range",NA,6.9308,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1803","COMPASS: Synoptic","CB","GCW_202411_TR_LYSB_45CM",2024,11,19,"12:03","EST","GCW","TR","B",45,1.6712,0.0521,"Within_Range",NA,1579.905,44.5671,"Within_Range",NA,2.8549,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1804","COMPASS: Synoptic","CB","GCW_202411_TR_LYSC_10CM",2024,11,19,"12:09","EST","GCW","TR","C",10,481.7202,15.0256,"Within_Range",NA,4438.8123,125.2133,"Within_Range",NA,8.021,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1805","COMPASS: Synoptic","CB","GCW_202411_TR_LYSC_20CM",2024,11,19,"12:09","EST","GCW","TR","C",20,217.5239,6.7849,"Within_Range",NA,3250.9539,91.7053,"Within_Range",NA,5.8745,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.","Collected on 11-19-2024, but then left overnight and collected some also on 11-20-2024"
"1806","COMPASS: Synoptic","CB","GCW_202411_TR_LYSC_45CM",2024,11,19,"12:09","EST","GCW","TR","C",45,1.6245,0.0507,"Within_Range",NA,2138.3656,60.3206,"Within_Range",NA,3.8641,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1807","COMPASS: Synoptic","CB","GCW_202411_WC_LYSA_10CM",2024,11,19,"10:42","EST","GCW","WC","A",10,552.3935,17.23,"Within_Range",NA,6542.8644,184.566,"Within_Range",NA,11.823,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1808","COMPASS: Synoptic","CB","GCW_202411_WC_LYSA_20CM",2024,11,19,"10:42","EST","GCW","WC","A",20,419.3959,13.0816,"Within_Range",NA,6378.6133,179.9327,"Within_Range",NA,11.5262,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1809","COMPASS: Synoptic","CB","GCW_202411_WC_LYSA_45CM",2024,11,19,"10:42","EST","GCW","WC","A",45,113.0152,3.5251,"Within_Range",NA,6117.4969,172.5669,"Within_Range",NA,11.0543,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1810","COMPASS: Synoptic","CB","GCW_202411_WC_LYSB_10CM",2024,11,19,"10:50","EST","GCW","WC","B",10,542.6566,16.9263,"Within_Range",NA,6267.9079,176.8098,"Within_Range",NA,11.3261,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1811","COMPASS: Synoptic","CB","GCW_202411_WC_LYSB_20CM",2024,11,19,"10:50","EST","GCW","WC","B",20,368.5794,11.4966,"Within_Range",NA,6390.697,180.2735,"Within_Range",NA,11.548,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1812","COMPASS: Synoptic","CB","GCW_202411_WC_LYSB_45CM",2024,11,19,"10:50","EST","GCW","WC","B",45,77.4691,2.4164,"Within_Range",NA,5733.7884,161.743,"Within_Range",NA,10.361,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1813","COMPASS: Synoptic","CB","GCW_202411_WC_LYSC_10CM",2024,11,19,"11:05","EST","GCW","WC","C",10,1044.0764,32.5663,"Within_Range",NA,7799.589,220.0166,"Within_Range",NA,14.0939,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
"1814","COMPASS: Synoptic","CB","GCW_202411_WC_LYSC_20CM",2024,11,19,"11:05","EST","GCW","WC","C",20,990.5352,30.8963,"Within_Range",NA,8030.0362,226.5172,"Within_Range",NA,14.5103,"2025-06-23","Some sample IDs are missing from metadata: GCW_202411_TR_LYSC_45CM,
  MSM_202411_WC_LYSC_10CM; 
  One Cl chk std and several SO4 chk stds are lower than the expected concentration; 
  One SO4 dup had high CV; 
  3 samples had SO4 adl. 
  Another note: These samples These samples came to room temperature during storage 
  due to the refrigerator dying. 
  The data does not appear to be impacted, but is noted here.",""
